Composition,T,GBR_Pred
Gd0.25La0.25Nd0.25Pr0.25PO4,1500,7.400732566141407
Eu0.20La0.20Nd0.20Pr0.20Sm0.20PO4,1500,7.337016273111911
Eu0.25La0.25Nd0.25Pr0.25PO4,1500,7.337016273111911
La0.25Nd0.25Pr0.25Sm0.25PO4,1500,7.328898838045948
Eu0.20Gd0.20La0.20Nd0.20Pr0.20PO4,1500,7.309845413361646
Gd0.20La0.20Nd0.20Pr0.20Sm0.20PO4,1500,7.265280780140556
Eu0.25Gd0.25Nd0.25Sm0.25PO4,1500,6.930173140502682
Gd0.25Nd0.25Pr0.25Sm0.25PO4,1500,6.927226796901788
Eu0.25Nd0.25Pr0.25Sm0.25PO4,1500,6.911114283362368
Ce0.25Eu0.25La0.25Sm0.25PO4,1500,6.897349825028245
