Composition
Ce0.20Gd0.20Nd0.20Sc0.20Tm0.20PO4
Ce0.20Gd0.20Lu0.20Sm0.20Tm0.20PO4
Ce0.25Gd0.25Nd0.25Sc0.25PO4
Ce0.25Gd0.25La0.25Y0.25PO4
Gd0.20Ho0.20La0.20Nd0.20Tm0.20PO4
Er0.20Gd0.20La0.20Sm0.20Yb0.20PO4
Gd0.20Ho0.20La0.20Sm0.20Yb0.20PO4
Eu0.20Gd0.20La0.20Tm0.20Yb0.20PO4
Ce0.25Gd0.25Lu0.25Sm0.25PO4
Eu0.20Gd0.20Ho0.20La0.20Tm0.20PO4
