Composition,T,GBR_Pred
Gd0.20Ho0.20La0.20Sm0.20Yb0.20PO4,200,2.1017187468704726
Gd0.20Ho0.20La0.20Sm0.20Yb0.20PO4,300,2.939781270643643
Gd0.20Ho0.20La0.20Sm0.20Yb0.20PO4,400,3.4906727751016122
Gd0.20Ho0.20La0.20Sm0.20Yb0.20PO4,500,3.8728277775781823
Gd0.20Ho0.20La0.20Sm0.20Yb0.20PO4,600,4.140297342256976
Gd0.20Ho0.20La0.20Sm0.20Yb0.20PO4,700,4.326176376785205
Gd0.20Ho0.20La0.20Sm0.20Yb0.20PO4,800,4.477512766189981
Gd0.20Ho0.20La0.20Sm0.20Yb0.20PO4,900,4.631203451029177
Gd0.20Ho0.20La0.20Sm0.20Yb0.20PO4,1000,4.736251834738541
Gd0.20Ho0.20La0.20Sm0.20Yb0.20PO4,1100,4.8044826013331425
Gd0.20Ho0.20La0.20Sm0.20Yb0.20PO4,1200,4.907494561517791
Gd0.20Ho0.20La0.20Sm0.20Yb0.20PO4,1300,5.001834649673227
Gd0.20Ho0.20La0.20Sm0.20Yb0.20PO4,1400,5.092941775091419
Gd0.20Ho0.20La0.20Sm0.20Yb0.20PO4,1500,5.185848694549733
Gd0.20Ho0.20La0.20Sm0.20Yb0.20PO4,1600,5.267091821308103
Gd0.20Ho0.20La0.20Sm0.20Yb0.20PO4,1700,5.361855361724644
Gd0.20Ho0.20La0.20Sm0.20Yb0.20PO4,1800,5.453638486384397
Gd0.20Ho0.20La0.20Sm0.20Yb0.20PO4,1900,5.561051782566094
Gd0.20Ho0.20La0.20Sm0.20Yb0.20PO4,2000,5.616083084186454
Eu0.20Gd0.20La0.20Tm0.20Yb0.20PO4,100,0.8298308238966395
Eu0.20Gd0.20La0.20Tm0.20Yb0.20PO4,200,2.133210646102007
Eu0.20Gd0.20La0.20Tm0.20Yb0.20PO4,300,2.9712731698751775
Eu0.20Gd0.20La0.20Tm0.20Yb0.20PO4,400,3.5166581663523746
Eu0.20Gd0.20La0.20Tm0.20Yb0.20PO4,500,3.8988131688289447
Eu0.20Gd0.20La0.20Tm0.20Yb0.20PO4,600,4.172128794692882
Eu0.20Gd0.20La0.20Tm0.20Yb0.20PO4,700,4.358007829221111
Eu0.20Gd0.20La0.20Tm0.20Yb0.20PO4,800,4.509344218625887
Eu0.20Gd0.20La0.20Tm0.20Yb0.20PO4,900,4.663034903465083
Eu0.20Gd0.20La0.20Tm0.20Yb0.20PO4,1000,4.768083287174447
Eu0.20Gd0.20La0.20Tm0.20Yb0.20PO4,1100,4.8363140537690485
Eu0.20Gd0.20La0.20Tm0.20Yb0.20PO4,1200,4.939326013953697
Eu0.20Gd0.20La0.20Tm0.20Yb0.20PO4,1300,5.033666102109133
Eu0.20Gd0.20La0.20Tm0.20Yb0.20PO4,1400,5.124773227527325
Eu0.20Gd0.20La0.20Tm0.20Yb0.20PO4,1500,5.217680146985639
Eu0.20Gd0.20La0.20Tm0.20Yb0.20PO4,1600,5.298923273744009
Eu0.20Gd0.20La0.20Tm0.20Yb0.20PO4,1700,5.39368681416055
Eu0.20Gd0.20La0.20Tm0.20Yb0.20PO4,1800,5.485469938820303
Eu0.20Gd0.20La0.20Tm0.20Yb0.20PO4,1900,5.592883235002
Eu0.20Gd0.20La0.20Tm0.20Yb0.20PO4,2000,5.661296550015373
Ce0.25Gd0.25Lu0.25Sm0.25PO4,100,1.155140419346574
Ce0.25Gd0.25Lu0.25Sm0.25PO4,200,2.4527223538716805
Ce0.25Gd0.25Lu0.25Sm0.25PO4,300,3.3192821439525737
Ce0.25Gd0.25Lu0.25Sm0.25PO4,400,3.9156452473804877
Ce0.25Gd0.25Lu0.25Sm0.25PO4,500,4.285044964002022
Ce0.25Gd0.25Lu0.25Sm0.25PO4,600,4.5627609365893
Ce0.25Gd0.25Lu0.25Sm0.25PO4,700,4.683021402594896
Ce0.25Gd0.25Lu0.25Sm0.25PO4,800,4.850888978238659
Ce0.25Gd0.25Lu0.25Sm0.25PO4,900,4.960000929445991
Ce0.25Gd0.25Lu0.25Sm0.25PO4,1000,5.093985198874822
Ce0.25Gd0.25Lu0.25Sm0.25PO4,1100,5.072805398701734
Ce0.25Gd0.25Lu0.25Sm0.25PO4,1200,5.175817358886382
Ce0.25Gd0.25Lu0.25Sm0.25PO4,1300,5.278173619192518
Ce0.25Gd0.25Lu0.25Sm0.25PO4,1400,5.319582812496024
Ce0.25Gd0.25Lu0.25Sm0.25PO4,1500,5.412489731954338
Ce0.25Gd0.25Lu0.25Sm0.25PO4,1600,5.523288278552234
Ce0.25Gd0.25Lu0.25Sm0.25PO4,1700,5.5381566804791476
Ce0.25Gd0.25Lu0.25Sm0.25PO4,1800,5.588057541292692
Ce0.25Gd0.25Lu0.25Sm0.25PO4,1900,5.652149684236161
Ce0.25Gd0.25Lu0.25Sm0.25PO4,2000,5.655440860616482
Eu0.20Gd0.20Ho0.20La0.20Tm0.20PO4,100,0.8642953588059138
Eu0.20Gd0.20Ho0.20La0.20Tm0.20PO4,200,2.167675181011282
Eu0.20Gd0.20Ho0.20La0.20Tm0.20PO4,300,3.0057377047844525
Eu0.20Gd0.20Ho0.20La0.20Tm0.20PO4,400,3.5566292092424217
Eu0.20Gd0.20Ho0.20La0.20Tm0.20PO4,500,3.9387842117189917
Eu0.20Gd0.20Ho0.20La0.20Tm0.20PO4,600,4.234346399038566
Eu0.20Gd0.20Ho0.20La0.20Tm0.20PO4,700,4.420225433566795
Eu0.20Gd0.20Ho0.20La0.20Tm0.20PO4,800,4.571561822971571
Eu0.20Gd0.20Ho0.20La0.20Tm0.20PO4,900,4.725252507810767
Eu0.20Gd0.20Ho0.20La0.20Tm0.20PO4,1000,4.830300891520131
Eu0.20Gd0.20Ho0.20La0.20Tm0.20PO4,1100,4.898531658114733
Eu0.20Gd0.20Ho0.20La0.20Tm0.20PO4,1200,5.001543618299381
Eu0.20Gd0.20Ho0.20La0.20Tm0.20PO4,1300,5.095883706454817
Eu0.20Gd0.20Ho0.20La0.20Tm0.20PO4,1400,5.186990831873009
Eu0.20Gd0.20Ho0.20La0.20Tm0.20PO4,1500,5.279897751331323
Eu0.20Gd0.20Ho0.20La0.20Tm0.20PO4,1600,5.361140878089693
Eu0.20Gd0.20Ho0.20La0.20Tm0.20PO4,1700,5.455904418506234
Eu0.20Gd0.20Ho0.20La0.20Tm0.20PO4,1800,5.509534713553319
Eu0.20Gd0.20Ho0.20La0.20Tm0.20PO4,1900,5.616948009735015
Eu0.20Gd0.20Ho0.20La0.20Tm0.20PO4,2000,5.648681802223652
