Composition,T,GBR_Pred
Gd0.25La0.25Sc0.25Sm0.25PO4,1200,4.982817070849067
Gd0.25La0.25Sc0.25Sm0.25PO4,1300,5.090778691354417
Gd0.25La0.25Sc0.25Sm0.25PO4,1400,5.181885816772609
Gd0.25La0.25Sc0.25Sm0.25PO4,1500,5.274792736230923
Gd0.25La0.25Sc0.25Sm0.25PO4,1600,5.377466155436357
Gd0.25La0.25Sc0.25Sm0.25PO4,1700,5.479791748972918
Gd0.25La0.25Sc0.25Sm0.25PO4,1800,5.594723006916775
Gd0.25La0.25Sc0.25Sm0.25PO4,1900,5.677592555661741
Gd0.25La0.25Sc0.25Sm0.25PO4,2000,5.756353564013284
Eu0.20Gd0.20Sc0.20Sm0.20Tm0.20PO4,100,0.6058977668593617
Eu0.20Gd0.20Sc0.20Sm0.20Tm0.20PO4,200,2.511290488215195
Eu0.20Gd0.20Sc0.20Sm0.20Tm0.20PO4,300,3.380541281246363
Eu0.20Gd0.20Sc0.20Sm0.20Tm0.20PO4,400,3.956954796399777
Eu0.20Gd0.20Sc0.20Sm0.20Tm0.20PO4,500,4.339124177678864
Eu0.20Gd0.20Sc0.20Sm0.20Tm0.20PO4,600,4.6621452196608
Eu0.20Gd0.20Sc0.20Sm0.20Tm0.20PO4,700,4.8480242541890295
Eu0.20Gd0.20Sc0.20Sm0.20Tm0.20PO4,800,5.001721276768133
Eu0.20Gd0.20Sc0.20Sm0.20Tm0.20PO4,900,5.155411961607329
Eu0.20Gd0.20Sc0.20Sm0.20Tm0.20PO4,1000,5.260460345316693
Eu0.20Gd0.20Sc0.20Sm0.20Tm0.20PO4,1100,5.369884616858187
Eu0.20Gd0.20Sc0.20Sm0.20Tm0.20PO4,1200,5.472896577042835
Eu0.20Gd0.20Sc0.20Sm0.20Tm0.20PO4,1300,5.549641076282399
Eu0.20Gd0.20Sc0.20Sm0.20Tm0.20PO4,1400,5.6473739205483895
Eu0.20Gd0.20Sc0.20Sm0.20Tm0.20PO4,1500,5.75124057977867
Eu0.20Gd0.20Sc0.20Sm0.20Tm0.20PO4,1600,5.832483706537039
Eu0.20Gd0.20Sc0.20Sm0.20Tm0.20PO4,1700,5.951148352394689
Eu0.20Gd0.20Sc0.20Sm0.20Tm0.20PO4,1800,6.044718028790098
Eu0.20Gd0.20Sc0.20Sm0.20Tm0.20PO4,1900,6.16434793760865
Eu0.20Gd0.20Sc0.20Sm0.20Tm0.20PO4,2000,6.205477814943872
Gd0.25Nd0.25Sc0.25Sm0.25PO4,100,0.7445218411714534
Gd0.25Nd0.25Sc0.25Sm0.25PO4,200,2.2257543048939885
Gd0.25Nd0.25Sc0.25Sm0.25PO4,300,3.095005097925156
Gd0.25Nd0.25Sc0.25Sm0.25PO4,400,3.703037092391972
Gd0.25Nd0.25Sc0.25Sm0.25PO4,500,4.065947393964967
Gd0.25Nd0.25Sc0.25Sm0.25PO4,600,4.340226467765115
Gd0.25Nd0.25Sc0.25Sm0.25PO4,700,4.542291179816901
Gd0.25Nd0.25Sc0.25Sm0.25PO4,800,4.707938467530422
Gd0.25Nd0.25Sc0.25Sm0.25PO4,900,4.856721267033435
Gd0.25Nd0.25Sc0.25Sm0.25PO4,1000,4.961769650742799
Gd0.25Nd0.25Sc0.25Sm0.25PO4,1100,5.045207592185026
Gd0.25Nd0.25Sc0.25Sm0.25PO4,1200,5.1482195523696745
Gd0.25Nd0.25Sc0.25Sm0.25PO4,1300,5.248165000724324
Gd0.25Nd0.25Sc0.25Sm0.25PO4,1400,5.345897844990314
Gd0.25Nd0.25Sc0.25Sm0.25PO4,1500,5.438804764448628
Gd0.25Nd0.25Sc0.25Sm0.25PO4,1600,5.519949400537175
Gd0.25Nd0.25Sc0.25Sm0.25PO4,1700,5.6293933420022295
Gd0.25Nd0.25Sc0.25Sm0.25PO4,1800,5.71850812118655
Gd0.25Nd0.25Sc0.25Sm0.25PO4,1900,5.8142673797486255
Gd0.25Nd0.25Sc0.25Sm0.25PO4,2000,5.915649156990057
Er0.20Eu0.20Pr0.20Sm0.20Tm0.20PO4,100,1.1064894121914217
Er0.20Eu0.20Pr0.20Sm0.20Tm0.20PO4,200,2.53550049866341
Er0.20Eu0.20Pr0.20Sm0.20Tm0.20PO4,300,3.5313687687524253
Er0.20Eu0.20Pr0.20Sm0.20Tm0.20PO4,400,4.082260273210392
Er0.20Eu0.20Pr0.20Sm0.20Tm0.20PO4,500,4.464415275686963
Er0.20Eu0.20Pr0.20Sm0.20Tm0.20PO4,600,4.731884840365758
Er0.20Eu0.20Pr0.20Sm0.20Tm0.20PO4,700,4.917763874893987
Er0.20Eu0.20Pr0.20Sm0.20Tm0.20PO4,800,5.069100264298763
Er0.20Eu0.20Pr0.20Sm0.20Tm0.20PO4,900,5.222790949137959
Er0.20Eu0.20Pr0.20Sm0.20Tm0.20PO4,1000,5.327839332847323
Er0.20Eu0.20Pr0.20Sm0.20Tm0.20PO4,1100,5.396070099441925
Er0.20Eu0.20Pr0.20Sm0.20Tm0.20PO4,1200,5.4990820596265735
Er0.20Eu0.20Pr0.20Sm0.20Tm0.20PO4,1300,5.5884931875094175
Er0.20Eu0.20Pr0.20Sm0.20Tm0.20PO4,1400,5.682027812608955
Er0.20Eu0.20Pr0.20Sm0.20Tm0.20PO4,1500,5.774934732067269
Er0.20Eu0.20Pr0.20Sm0.20Tm0.20PO4,1600,5.856177858825639
Er0.20Eu0.20Pr0.20Sm0.20Tm0.20PO4,1700,5.95094139924218
Er0.20Eu0.20Pr0.20Sm0.20Tm0.20PO4,1800,6.042724523901933
Er0.20Eu0.20Pr0.20Sm0.20Tm0.20PO4,1900,6.150137820083629
Er0.20Eu0.20Pr0.20Sm0.20Tm0.20PO4,2000,6.243850254655601
Er0.20Gd0.20Pr0.20Sm0.20Tm0.20PO4,100,0.8123812939613858
Er0.20Gd0.20Pr0.20Sm0.20Tm0.20PO4,200,2.1287165797130085
Er0.20Gd0.20Pr0.20Sm0.20Tm0.20PO4,300,2.966779103486179
Er0.20Gd0.20Pr0.20Sm0.20Tm0.20PO4,400,3.517670607944148
Er0.20Gd0.20Pr0.20Sm0.20Tm0.20PO4,500,3.899825610420719
Er0.20Gd0.20Pr0.20Sm0.20Tm0.20PO4,600,4.167295175099516
Er0.20Gd0.20Pr0.20Sm0.20Tm0.20PO4,700,4.3531742096277455
Er0.20Gd0.20Pr0.20Sm0.20Tm0.20PO4,800,4.504510599032521
Er0.20Gd0.20Pr0.20Sm0.20Tm0.20PO4,900,4.658201283871717
Er0.20Gd0.20Pr0.20Sm0.20Tm0.20PO4,1000,4.763249667581081
Er0.20Gd0.20Pr0.20Sm0.20Tm0.20PO4,1100,4.831480434175683
Er0.20Gd0.20Pr0.20Sm0.20Tm0.20PO4,1200,4.934492394360332
Er0.20Gd0.20Pr0.20Sm0.20Tm0.20PO4,1300,5.028832482515767
Er0.20Gd0.20Pr0.20Sm0.20Tm0.20PO4,1400,5.122367107615305
Er0.20Gd0.20Pr0.20Sm0.20Tm0.20PO4,1500,5.215274027073619
Er0.20Gd0.20Pr0.20Sm0.20Tm0.20PO4,1600,5.296517153831989
Er0.20Gd0.20Pr0.20Sm0.20Tm0.20PO4,1700,5.39128069424853
Er0.20Gd0.20Pr0.20Sm0.20Tm0.20PO4,1800,5.483063818908283
Er0.20Gd0.20Pr0.20Sm0.20Tm0.20PO4,1900,5.582931719140879
Er0.20Gd0.20Pr0.20Sm0.20Tm0.20PO4,2000,5.66913645709932
Ce0.25Gd0.25Pr0.25Sc0.25PO4,100,0.8735508063008521
Ce0.25Gd0.25Pr0.25Sc0.25PO4,200,2.3056775285296016
Ce0.25Gd0.25Pr0.25Sc0.25PO4,300,3.1417758757012315
Ce0.25Gd0.25Pr0.25Sc0.25PO4,400,3.74435037313251
Ce0.25Gd0.25Pr0.25Sc0.25PO4,500,4.075111948421782
Ce0.25Gd0.25Pr0.25Sc0.25PO4,600,4.359637430130414
Ce0.25Gd0.25Pr0.25Sc0.25PO4,700,4.500700825530346
Ce0.25Gd0.25Pr0.25Sc0.25PO4,800,4.670929034348436
Ce0.25Gd0.25Pr0.25Sc0.25PO4,900,4.780127016560191
Ce0.25Gd0.25Pr0.25Sc0.25PO4,1000,4.914111285989022
Ce0.25Gd0.25Pr0.25Sc0.25PO4,1100,4.948858573175255
Ce0.25Gd0.25Pr0.25Sc0.25PO4,1200,5.051870533359904
Ce0.25Gd0.25Pr0.25Sc0.25PO4,1300,5.159832153865254
Ce0.25Gd0.25Pr0.25Sc0.25PO4,1400,5.201241347168759
Ce0.25Gd0.25Pr0.25Sc0.25PO4,1500,5.294148266627073
Ce0.25Gd0.25Pr0.25Sc0.25PO4,1600,5.417518063721794
Ce0.25Gd0.25Pr0.25Sc0.25PO4,1700,5.50299339208959
Ce0.25Gd0.25Pr0.25Sc0.25PO4,1800,5.576042386187238
Ce0.25Gd0.25Pr0.25Sc0.25PO4,1900,5.6871039694521155
Ce0.25Gd0.25Pr0.25Sc0.25PO4,2000,5.764049401979252
Gd0.25Pr0.25Sc0.25Sm0.25PO4,100,0.8849432781372611
Gd0.25Pr0.25Sc0.25Sm0.25PO4,200,2.352554802683793
Gd0.25Pr0.25Sc0.25Sm0.25PO4,300,3.221805595714961
Gd0.25Pr0.25Sc0.25Sm0.25PO4,400,3.7850098424126393
Gd0.25Pr0.25Sc0.25Sm0.25PO4,500,4.147920143985637
Gd0.25Pr0.25Sc0.25Sm0.25PO4,600,4.422199217785785
Gd0.25Pr0.25Sc0.25Sm0.25PO4,700,4.6242639298375705
Gd0.25Pr0.25Sc0.25Sm0.25PO4,800,4.789911217551092
Gd0.25Pr0.25Sc0.25Sm0.25PO4,900,4.938694017054104
Gd0.25Pr0.25Sc0.25Sm0.25PO4,1000,5.043742400763469
Gd0.25Pr0.25Sc0.25Sm0.25PO4,1100,5.174897177714251
Gd0.25Pr0.25Sc0.25Sm0.25PO4,1200,5.2779091378989
Gd0.25Pr0.25Sc0.25Sm0.25PO4,1300,5.377854586253549
Gd0.25Pr0.25Sc0.25Sm0.25PO4,1400,5.4713892113530855
Gd0.25Pr0.25Sc0.25Sm0.25PO4,1500,5.5642961308114005
Gd0.25Pr0.25Sc0.25Sm0.25PO4,1600,5.645440766899948
Gd0.25Pr0.25Sc0.25Sm0.25PO4,1700,5.754884708365001
Gd0.25Pr0.25Sc0.25Sm0.25PO4,1800,5.900839743404004
Gd0.25Pr0.25Sc0.25Sm0.25PO4,1900,5.942960686248633
Gd0.25Pr0.25Sc0.25Sm0.25PO4,2000,6.044342463490064
Eu0.20Ho0.20Pr0.20Sm0.20Yb0.20PO4,100,1.0300485955248457
Eu0.20Ho0.20Pr0.20Sm0.20Yb0.20PO4,200,2.459059681996834
Eu0.20Ho0.20Pr0.20Sm0.20Yb0.20PO4,300,3.454927952085849
Eu0.20Ho0.20Pr0.20Sm0.20Yb0.20PO4,400,4.005819456543815
Eu0.20Ho0.20Pr0.20Sm0.20Yb0.20PO4,500,4.387974459020387
Eu0.20Ho0.20Pr0.20Sm0.20Yb0.20PO4,600,4.655444023699182
Eu0.20Ho0.20Pr0.20Sm0.20Yb0.20PO4,700,4.841323058227411
Eu0.20Ho0.20Pr0.20Sm0.20Yb0.20PO4,800,4.992659447632187
Eu0.20Ho0.20Pr0.20Sm0.20Yb0.20PO4,900,5.146350132471383
Eu0.20Ho0.20Pr0.20Sm0.20Yb0.20PO4,1000,5.251398516180747
Eu0.20Ho0.20Pr0.20Sm0.20Yb0.20PO4,1100,5.319629282775349
Eu0.20Ho0.20Pr0.20Sm0.20Yb0.20PO4,1200,5.4226412429599975
Eu0.20Ho0.20Pr0.20Sm0.20Yb0.20PO4,1300,5.5120523708428415
Eu0.20Ho0.20Pr0.20Sm0.20Yb0.20PO4,1400,5.605586995942379
Eu0.20Ho0.20Pr0.20Sm0.20Yb0.20PO4,1500,5.698493915400693
Eu0.20Ho0.20Pr0.20Sm0.20Yb0.20PO4,1600,5.779737042159063
Eu0.20Ho0.20Pr0.20Sm0.20Yb0.20PO4,1700,5.874500582575604
Eu0.20Ho0.20Pr0.20Sm0.20Yb0.20PO4,1800,5.966283707235357
Eu0.20Ho0.20Pr0.20Sm0.20Yb0.20PO4,1900,6.0599909424523
Eu0.20Ho0.20Pr0.20Sm0.20Yb0.20PO4,2000,6.147049557928953
