Composition,T,kappa,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm
Ce0.5Sc0.5PO4,1400,0.922709276,8,58,50,14.41666667,8.555555556,8,11,87,76,74,20.33333333,87,15.9994,140.116,124.1166,31.25121967,20.42824544,15.9994,54.8,1814,1759.2,329.8333333,370.8888889,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.666666667,0.888888889,2,66,204,138,93,36,66,1.12,3.44,2.32,2.865,0.766666667,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.166666667,0.277777778,0,0,1,1,0.083333333,0.152777778,0,3,6,3,5.416666667,0.777777778,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,1.5,2.5,0,0,13,13,1.083333333,1.986111111,0,2,22,20,4.416666667,3.694444444,2,9.105,37.24,28.135,14.78795635,7.577275132,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,6.35E-06,6.35E-06,5.29E-07,9.70E-07,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
Ce0.5Sc0.5PO4,1500,0.861195324,8,58,50,14.41666667,8.555555556,8,11,87,76,74,20.33333333,87,15.9994,140.116,124.1166,31.25121967,20.42824544,15.9994,54.8,1814,1759.2,329.8333333,370.8888889,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.666666667,0.888888889,2,66,204,138,93,36,66,1.12,3.44,2.32,2.865,0.766666667,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.166666667,0.277777778,0,0,1,1,0.083333333,0.152777778,0,3,6,3,5.416666667,0.777777778,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,1.5,2.5,0,0,13,13,1.083333333,1.986111111,0,2,22,20,4.416666667,3.694444444,2,9.105,37.24,28.135,14.78795635,7.577275132,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,6.35E-06,6.35E-06,5.29E-07,9.70E-07,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
Ce0.5Sc0.5PO4,1600,0.807370617,8,58,50,14.41666667,8.555555556,8,11,87,76,74,20.33333333,87,15.9994,140.116,124.1166,31.25121967,20.42824544,15.9994,54.8,1814,1759.2,329.8333333,370.8888889,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.666666667,0.888888889,2,66,204,138,93,36,66,1.12,3.44,2.32,2.865,0.766666667,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.166666667,0.277777778,0,0,1,1,0.083333333,0.152777778,0,3,6,3,5.416666667,0.777777778,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,1.5,2.5,0,0,13,13,1.083333333,1.986111111,0,2,22,20,4.416666667,3.694444444,2,9.105,37.24,28.135,14.78795635,7.577275132,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,6.35E-06,6.35E-06,5.29E-07,9.70E-07,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
Ce0.5Sc0.5PO4,1700,0.759878227,8,58,50,14.41666667,8.555555556,8,11,87,76,74,20.33333333,87,15.9994,140.116,124.1166,31.25121967,20.42824544,15.9994,54.8,1814,1759.2,329.8333333,370.8888889,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.666666667,0.888888889,2,66,204,138,93,36,66,1.12,3.44,2.32,2.865,0.766666667,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.166666667,0.277777778,0,0,1,1,0.083333333,0.152777778,0,3,6,3,5.416666667,0.777777778,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,1.5,2.5,0,0,13,13,1.083333333,1.986111111,0,2,22,20,4.416666667,3.694444444,2,9.105,37.24,28.135,14.78795635,7.577275132,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,6.35E-06,6.35E-06,5.29E-07,9.70E-07,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
Ce0.5Sc0.5PO4,1800,0.71766277,8,58,50,14.41666667,8.555555556,8,11,87,76,74,20.33333333,87,15.9994,140.116,124.1166,31.25121967,20.42824544,15.9994,54.8,1814,1759.2,329.8333333,370.8888889,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.666666667,0.888888889,2,66,204,138,93,36,66,1.12,3.44,2.32,2.865,0.766666667,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.166666667,0.277777778,0,0,1,1,0.083333333,0.152777778,0,3,6,3,5.416666667,0.777777778,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,1.5,2.5,0,0,13,13,1.083333333,1.986111111,0,2,22,20,4.416666667,3.694444444,2,9.105,37.24,28.135,14.78795635,7.577275132,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,6.35E-06,6.35E-06,5.29E-07,9.70E-07,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
Ce0.5Sc0.5PO4,1900,0.679891046,8,58,50,14.41666667,8.555555556,8,11,87,76,74,20.33333333,87,15.9994,140.116,124.1166,31.25121967,20.42824544,15.9994,54.8,1814,1759.2,329.8333333,370.8888889,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.666666667,0.888888889,2,66,204,138,93,36,66,1.12,3.44,2.32,2.865,0.766666667,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.166666667,0.277777778,0,0,1,1,0.083333333,0.152777778,0,3,6,3,5.416666667,0.777777778,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,1.5,2.5,0,0,13,13,1.083333333,1.986111111,0,2,22,20,4.416666667,3.694444444,2,9.105,37.24,28.135,14.78795635,7.577275132,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,6.35E-06,6.35E-06,5.29E-07,9.70E-07,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
Ce0.5Sc0.5PO4,2000,0.645896493,8,58,50,14.41666667,8.555555556,8,11,87,76,74,20.33333333,87,15.9994,140.116,124.1166,31.25121967,20.42824544,15.9994,54.8,1814,1759.2,329.8333333,370.8888889,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.666666667,0.888888889,2,66,204,138,93,36,66,1.12,3.44,2.32,2.865,0.766666667,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.166666667,0.277777778,0,0,1,1,0.083333333,0.152777778,0,3,6,3,5.416666667,0.777777778,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,1.5,2.5,0,0,13,13,1.083333333,1.986111111,0,2,22,20,4.416666667,3.694444444,2,9.105,37.24,28.135,14.78795635,7.577275132,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,6.35E-06,6.35E-06,5.29E-07,9.70E-07,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
Ce0.5Tb0.5PO4,0,0,8,65,57,18.08333333,14.47222222,8,15,87,72,75.5,17.83333333,87,15.9994,158.92535,142.92595,40.74867283,36.25733406,15.9994,54.8,1629,1574.2,314.4166667,346.1555556,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.833333333,1.111111111,2,66,204,138,95,38.66666667,66,1.12,3.44,2.32,2.8525,0.783333333,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.083333333,0.152777778,0,0,9,9,0.833333333,1.388888889,0,4,11,7,6.083333333,0.819444444,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,0.75,1.375,0,0,13,13,1.5,2.5,0,2,22,20,4.083333333,3.138888889,2,9.105,37.24,28.135,15.5797619,8.633015873,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,0,0,0,0,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
Ce0.5Tb0.5PO4,100,20.08200545,8,65,57,18.08333333,14.47222222,8,15,87,72,75.5,17.83333333,87,15.9994,158.92535,142.92595,40.74867283,36.25733406,15.9994,54.8,1629,1574.2,314.4166667,346.1555556,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.833333333,1.111111111,2,66,204,138,95,38.66666667,66,1.12,3.44,2.32,2.8525,0.783333333,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.083333333,0.152777778,0,0,9,9,0.833333333,1.388888889,0,4,11,7,6.083333333,0.819444444,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,0.75,1.375,0,0,13,13,1.5,2.5,0,2,22,20,4.083333333,3.138888889,2,9.105,37.24,28.135,15.5797619,8.633015873,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,0,0,0,0,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
Ce0.5Tb0.5PO4,200,10.04100273,8,65,57,18.08333333,14.47222222,8,15,87,72,75.5,17.83333333,87,15.9994,158.92535,142.92595,40.74867283,36.25733406,15.9994,54.8,1629,1574.2,314.4166667,346.1555556,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.833333333,1.111111111,2,66,204,138,95,38.66666667,66,1.12,3.44,2.32,2.8525,0.783333333,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.083333333,0.152777778,0,0,9,9,0.833333333,1.388888889,0,4,11,7,6.083333333,0.819444444,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,0.75,1.375,0,0,13,13,1.5,2.5,0,2,22,20,4.083333333,3.138888889,2,9.105,37.24,28.135,15.5797619,8.633015873,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,0,0,0,0,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
Ce0.5Tb0.5PO4,300,6.694001818,8,65,57,18.08333333,14.47222222,8,15,87,72,75.5,17.83333333,87,15.9994,158.92535,142.92595,40.74867283,36.25733406,15.9994,54.8,1629,1574.2,314.4166667,346.1555556,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.833333333,1.111111111,2,66,204,138,95,38.66666667,66,1.12,3.44,2.32,2.8525,0.783333333,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.083333333,0.152777778,0,0,9,9,0.833333333,1.388888889,0,4,11,7,6.083333333,0.819444444,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,0.75,1.375,0,0,13,13,1.5,2.5,0,2,22,20,4.083333333,3.138888889,2,9.105,37.24,28.135,15.5797619,8.633015873,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,0,0,0,0,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
Ce0.5Tb0.5PO4,400,5.020501363,8,65,57,18.08333333,14.47222222,8,15,87,72,75.5,17.83333333,87,15.9994,158.92535,142.92595,40.74867283,36.25733406,15.9994,54.8,1629,1574.2,314.4166667,346.1555556,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.833333333,1.111111111,2,66,204,138,95,38.66666667,66,1.12,3.44,2.32,2.8525,0.783333333,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.083333333,0.152777778,0,0,9,9,0.833333333,1.388888889,0,4,11,7,6.083333333,0.819444444,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,0.75,1.375,0,0,13,13,1.5,2.5,0,2,22,20,4.083333333,3.138888889,2,9.105,37.24,28.135,15.5797619,8.633015873,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,0,0,0,0,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
Ce0.5Tb0.5PO4,500,4.016401091,8,65,57,18.08333333,14.47222222,8,15,87,72,75.5,17.83333333,87,15.9994,158.92535,142.92595,40.74867283,36.25733406,15.9994,54.8,1629,1574.2,314.4166667,346.1555556,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.833333333,1.111111111,2,66,204,138,95,38.66666667,66,1.12,3.44,2.32,2.8525,0.783333333,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.083333333,0.152777778,0,0,9,9,0.833333333,1.388888889,0,4,11,7,6.083333333,0.819444444,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,0.75,1.375,0,0,13,13,1.5,2.5,0,2,22,20,4.083333333,3.138888889,2,9.105,37.24,28.135,15.5797619,8.633015873,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,0,0,0,0,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
Ce0.5Tb0.5PO4,600,3.347000909,8,65,57,18.08333333,14.47222222,8,15,87,72,75.5,17.83333333,87,15.9994,158.92535,142.92595,40.74867283,36.25733406,15.9994,54.8,1629,1574.2,314.4166667,346.1555556,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.833333333,1.111111111,2,66,204,138,95,38.66666667,66,1.12,3.44,2.32,2.8525,0.783333333,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.083333333,0.152777778,0,0,9,9,0.833333333,1.388888889,0,4,11,7,6.083333333,0.819444444,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,0.75,1.375,0,0,13,13,1.5,2.5,0,2,22,20,4.083333333,3.138888889,2,9.105,37.24,28.135,15.5797619,8.633015873,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,0,0,0,0,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
Ce0.5Tb0.5PO4,700,2.868857922,8,65,57,18.08333333,14.47222222,8,15,87,72,75.5,17.83333333,87,15.9994,158.92535,142.92595,40.74867283,36.25733406,15.9994,54.8,1629,1574.2,314.4166667,346.1555556,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.833333333,1.111111111,2,66,204,138,95,38.66666667,66,1.12,3.44,2.32,2.8525,0.783333333,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.083333333,0.152777778,0,0,9,9,0.833333333,1.388888889,0,4,11,7,6.083333333,0.819444444,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,0.75,1.375,0,0,13,13,1.5,2.5,0,2,22,20,4.083333333,3.138888889,2,9.105,37.24,28.135,15.5797619,8.633015873,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,0,0,0,0,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
Ce0.5Tb0.5PO4,800,2.510250682,8,65,57,18.08333333,14.47222222,8,15,87,72,75.5,17.83333333,87,15.9994,158.92535,142.92595,40.74867283,36.25733406,15.9994,54.8,1629,1574.2,314.4166667,346.1555556,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.833333333,1.111111111,2,66,204,138,95,38.66666667,66,1.12,3.44,2.32,2.8525,0.783333333,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.083333333,0.152777778,0,0,9,9,0.833333333,1.388888889,0,4,11,7,6.083333333,0.819444444,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,0.75,1.375,0,0,13,13,1.5,2.5,0,2,22,20,4.083333333,3.138888889,2,9.105,37.24,28.135,15.5797619,8.633015873,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,0,0,0,0,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
Ce0.5Tb0.5PO4,900,2.231333939,8,65,57,18.08333333,14.47222222,8,15,87,72,75.5,17.83333333,87,15.9994,158.92535,142.92595,40.74867283,36.25733406,15.9994,54.8,1629,1574.2,314.4166667,346.1555556,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.833333333,1.111111111,2,66,204,138,95,38.66666667,66,1.12,3.44,2.32,2.8525,0.783333333,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.083333333,0.152777778,0,0,9,9,0.833333333,1.388888889,0,4,11,7,6.083333333,0.819444444,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,0.75,1.375,0,0,13,13,1.5,2.5,0,2,22,20,4.083333333,3.138888889,2,9.105,37.24,28.135,15.5797619,8.633015873,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,0,0,0,0,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
Ce0.5Tb0.5PO4,1000,2.008200545,8,65,57,18.08333333,14.47222222,8,15,87,72,75.5,17.83333333,87,15.9994,158.92535,142.92595,40.74867283,36.25733406,15.9994,54.8,1629,1574.2,314.4166667,346.1555556,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.833333333,1.111111111,2,66,204,138,95,38.66666667,66,1.12,3.44,2.32,2.8525,0.783333333,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.083333333,0.152777778,0,0,9,9,0.833333333,1.388888889,0,4,11,7,6.083333333,0.819444444,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,0.75,1.375,0,0,13,13,1.5,2.5,0,2,22,20,4.083333333,3.138888889,2,9.105,37.24,28.135,15.5797619,8.633015873,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,0,0,0,0,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
Ce0.5Tb0.5PO4,1100,1.825636859,8,65,57,18.08333333,14.47222222,8,15,87,72,75.5,17.83333333,87,15.9994,158.92535,142.92595,40.74867283,36.25733406,15.9994,54.8,1629,1574.2,314.4166667,346.1555556,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.833333333,1.111111111,2,66,204,138,95,38.66666667,66,1.12,3.44,2.32,2.8525,0.783333333,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.083333333,0.152777778,0,0,9,9,0.833333333,1.388888889,0,4,11,7,6.083333333,0.819444444,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,0.75,1.375,0,0,13,13,1.5,2.5,0,2,22,20,4.083333333,3.138888889,2,9.105,37.24,28.135,15.5797619,8.633015873,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,0,0,0,0,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
Ce0.5Tb0.5PO4,1200,1.673500454,8,65,57,18.08333333,14.47222222,8,15,87,72,75.5,17.83333333,87,15.9994,158.92535,142.92595,40.74867283,36.25733406,15.9994,54.8,1629,1574.2,314.4166667,346.1555556,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.833333333,1.111111111,2,66,204,138,95,38.66666667,66,1.12,3.44,2.32,2.8525,0.783333333,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.083333333,0.152777778,0,0,9,9,0.833333333,1.388888889,0,4,11,7,6.083333333,0.819444444,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,0.75,1.375,0,0,13,13,1.5,2.5,0,2,22,20,4.083333333,3.138888889,2,9.105,37.24,28.135,15.5797619,8.633015873,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,0,0,0,0,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
Ce0.5Tb0.5PO4,1300,1.54476965,8,65,57,18.08333333,14.47222222,8,15,87,72,75.5,17.83333333,87,15.9994,158.92535,142.92595,40.74867283,36.25733406,15.9994,54.8,1629,1574.2,314.4166667,346.1555556,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.833333333,1.111111111,2,66,204,138,95,38.66666667,66,1.12,3.44,2.32,2.8525,0.783333333,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.083333333,0.152777778,0,0,9,9,0.833333333,1.388888889,0,4,11,7,6.083333333,0.819444444,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,0.75,1.375,0,0,13,13,1.5,2.5,0,2,22,20,4.083333333,3.138888889,2,9.105,37.24,28.135,15.5797619,8.633015873,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,0,0,0,0,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
Ce0.5Tb0.5PO4,1400,1.434428961,8,65,57,18.08333333,14.47222222,8,15,87,72,75.5,17.83333333,87,15.9994,158.92535,142.92595,40.74867283,36.25733406,15.9994,54.8,1629,1574.2,314.4166667,346.1555556,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.833333333,1.111111111,2,66,204,138,95,38.66666667,66,1.12,3.44,2.32,2.8525,0.783333333,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.083333333,0.152777778,0,0,9,9,0.833333333,1.388888889,0,4,11,7,6.083333333,0.819444444,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,0.75,1.375,0,0,13,13,1.5,2.5,0,2,22,20,4.083333333,3.138888889,2,9.105,37.24,28.135,15.5797619,8.633015873,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,0,0,0,0,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
Ce0.5Tb0.5PO4,1500,1.338800364,8,65,57,18.08333333,14.47222222,8,15,87,72,75.5,17.83333333,87,15.9994,158.92535,142.92595,40.74867283,36.25733406,15.9994,54.8,1629,1574.2,314.4166667,346.1555556,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.833333333,1.111111111,2,66,204,138,95,38.66666667,66,1.12,3.44,2.32,2.8525,0.783333333,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.083333333,0.152777778,0,0,9,9,0.833333333,1.388888889,0,4,11,7,6.083333333,0.819444444,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,0.75,1.375,0,0,13,13,1.5,2.5,0,2,22,20,4.083333333,3.138888889,2,9.105,37.24,28.135,15.5797619,8.633015873,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,0,0,0,0,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
Ce0.5Tb0.5PO4,1600,1.255125341,8,65,57,18.08333333,14.47222222,8,15,87,72,75.5,17.83333333,87,15.9994,158.92535,142.92595,40.74867283,36.25733406,15.9994,54.8,1629,1574.2,314.4166667,346.1555556,54.8,3,16,13,13.66666667,3.555555556,16,2,6,4,2.833333333,1.111111111,2,66,204,138,95,38.66666667,66,1.12,3.44,2.32,2.8525,0.783333333,3.44,2,2,0,2,0,2,0,4,4,3.166666667,1.111111111,4,0,1,1,0.083333333,0.152777778,0,0,9,9,0.833333333,1.388888889,0,4,11,7,6.083333333,0.819444444,6,0,0,0,0,0,0,0,3,3,1.833333333,0.611111111,2,0,9,9,0.75,1.375,0,0,13,13,1.5,2.5,0,2,22,20,4.083333333,3.138888889,2,9.105,37.24,28.135,15.5797619,8.633015873,9.105,0,1.625,1.625,0.270833333,0.451388889,0,0,0,0,0,0,0,2,194,192,40.66666667,51.11111111,12,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673
